PC1,PC2,Activity
20.188572327308403,3.693420610295561,WALKING
25.844173941137086,9.810322897348822,WALKING
24.305636088357158,7.343545979713673,WALKING
23.09293001064834,2.6741359935177695,WALKING
21.40939038691552,3.0589280683569093,WALKING
17.25375808842346,1.288621901974896,WALKING
21.011167369084802,3.6140565283158743,WALKING
21.839957749173074,4.80780525156238,WALKING
21.169195388840066,4.102691229512248,WALKING
20.601995453856354,3.712463492171822,WALKING
19.877267830706767,2.555861570499157,WALKING
24.873227261908443,6.2431423589030635,WALKING
18.778444427782762,4.0283397240138905,WALKING
18.727872358667792,3.355670130958444,WALKING
18.254141863676292,1.1904825248260615,WALKING
20.118730574651522,3.1947486760118435,WALKING
19.509006644216292,2.377169762469582,WALKING
17.9007316637226,2.239708557951672,WALKING
15.275978956784794,2.742604638596762,WALKING
14.48388186180329,-0.11438308333890732,WALKING
15.44481798604748,-0.7650335597921964,WALKING
16.50484529104475,2.3933290450979685,WALKING
18.677531225101585,2.140231279907964,WALKING
18.474603429083555,-0.02068411254427047,WALKING
16.910806688716285,0.19877455907010413,WALKING
13.972690060111395,1.6310829182722133,WALKING_DOWNSTAIRS
17.688131879528143,5.506094306873521,WALKING_DOWNSTAIRS
22.290906962630622,6.625262816499374,WALKING_DOWNSTAIRS
21.455427184598,4.211532176134232,WALKING_DOWNSTAIRS
21.465772437333474,3.232613498381486,WALKING_DOWNSTAIRS
26.5230662223677,4.172470062606871,WALKING_DOWNSTAIRS
25.907508990703793,6.404933602886151,WALKING_DOWNSTAIRS
18.77787364761084,6.641228434097962,WALKING_DOWNSTAIRS
17.924156372099155,8.283216306258312,WALKING_DOWNSTAIRS
34.86314095710653,14.66502518749144,WALKING_DOWNSTAIRS
27.714279448179347,7.115274647687423,WALKING_DOWNSTAIRS
33.2639214210427,10.025050022252929,WALKING_DOWNSTAIRS
31.895287893274276,6.7394785192680144,WALKING_DOWNSTAIRS
29.232896804541276,5.042189920052458,WALKING_DOWNSTAIRS
25.452890818454485,3.2092475651895183,WALKING_DOWNSTAIRS
27.88482847957822,8.6528262055742,WALKING_DOWNSTAIRS
23.091439013655624,4.10873514307484,WALKING_DOWNSTAIRS
19.726064142704395,0.717371068442634,WALKING_DOWNSTAIRS
20.89104316109414,2.3647964781158386,WALKING_DOWNSTAIRS
26.931878863305357,5.723018422476384,WALKING_DOWNSTAIRS
28.57661232110887,4.705824589710974,WALKING_DOWNSTAIRS
22.81464143065219,1.8816124969840553,WALKING_DOWNSTAIRS
18.390420881217473,-0.8761067513557744,WALKING_DOWNSTAIRS
18.03815165402125,3.6236548715576937,WALKING_DOWNSTAIRS
17.478646214061726,2.977430132754236,WALKING_DOWNSTAIRS
9.873458166613375,-9.112341712127913,WALKING_UPSTAIRS
8.349136502579984,-8.271197205134177,WALKING_UPSTAIRS
10.109129919656176,-10.192506418679937,WALKING_UPSTAIRS
13.800420017680711,-10.439430793995907,WALKING_UPSTAIRS
12.574032807955046,-10.115543446532962,WALKING_UPSTAIRS
11.87446520577806,-8.418330004941492,WALKING_UPSTAIRS
10.154594231736457,-8.135831406623858,WALKING_UPSTAIRS
9.798509206909923,-7.1316367154397104,WALKING_UPSTAIRS
10.480876726188054,-9.119064559052898,WALKING_UPSTAIRS
9.581542398669932,-10.008598275533593,WALKING_UPSTAIRS
12.165228310176111,-10.130800125421537,WALKING_UPSTAIRS
11.94706691358078,-9.499055403410042,WALKING_UPSTAIRS
7.898614095148024,-9.503644183876828,WALKING_UPSTAIRS
9.174381157258543,-8.988137166645075,WALKING_UPSTAIRS
8.284463312241456,-10.158264551777316,WALKING_UPSTAIRS
6.02449208097048,-11.287157556810273,WALKING_UPSTAIRS
6.57167891880588,-10.789108780997514,WALKING_UPSTAIRS
8.800461480512327,-12.774730962136573,WALKING_UPSTAIRS
10.620675521605156,-10.925621462563045,WALKING_UPSTAIRS
12.760068705673447,-11.33487251207936,WALKING_UPSTAIRS
12.072399207674728,-12.02818414155746,WALKING_UPSTAIRS
8.912876904984238,-9.081951538592099,WALKING_UPSTAIRS
9.529368191333056,-9.030788369142682,WALKING_UPSTAIRS
11.532329925349977,-9.437079645276206,WALKING_UPSTAIRS
7.865364141391789,-9.412524096130912,WALKING_UPSTAIRS
9.910399531293333,-6.812628713702973,WALKING_UPSTAIRS
-14.358517737525332,-1.6287605213230272,STANDING
-13.658784204327008,-3.235726840676383,STANDING
-14.360558212207751,0.30909852540884386,STANDING
-13.192442366510207,0.05588462938068408,STANDING
-12.632626671978638,-3.1155225457908893,STANDING
-14.163093678299333,0.6675223638022352,STANDING
-15.312361245362453,4.420360505828853,STANDING
-15.381291783039183,3.348171112164706,STANDING
-14.549586073727466,6.129715392523759,STANDING
-14.623953427634087,6.816782782441137,STANDING
-15.441058788076118,5.742803219678255,STANDING
-15.077846783456849,3.5691054360019745,STANDING
-15.241459324303719,2.2286250164588615,STANDING
-14.90030089529345,2.406137679886894,STANDING
-11.198551856823627,-10.106085833335053,STANDING
-14.559789222629595,-2.400920448309787,STANDING
-15.85410294622824,1.8188941628967026,STANDING
-15.741329732590803,4.894125080485671,STANDING
-16.108347018164224,5.448689804777618,STANDING
-16.548063773047204,5.62712609515516,STANDING
-16.179493627421355,5.8457095027531105,STANDING
-16.17387010571059,6.073115740797586,STANDING
-16.09376658712169,7.410814442676539,STANDING
-15.279731211979582,4.636031742310389,STANDING
-15.338335330177149,5.419670107437727,STANDING
-15.522038736963703,5.658533432273955,STANDING
-11.666086068968987,-8.345359606218015,SITTING
-14.306356373077096,-2.6003018015224857,SITTING
-15.242764866497957,1.71767607411752,SITTING
-15.691092674759826,7.268284631620188,SITTING
-16.338589216291922,9.090626233962547,SITTING
-16.415208493850187,9.307138780028307,SITTING
-16.36793888464723,10.330956972859697,SITTING
-16.349794181483368,10.207328336724322,SITTING
-16.208977578787177,9.354833283687874,SITTING
-15.942341397180392,9.121494703700165,SITTING
-16.21837930656126,8.288850482697558,SITTING
-11.881601276052127,-6.618526870263928,LAYING
-13.944693893635632,-3.786106349483596,LAYING
-16.209962502815003,3.728603401693746,LAYING
-16.81170902341147,7.1764471132528405,LAYING
-16.81750770502228,7.887817119013952,LAYING
-16.626357008201346,8.055647005214542,LAYING
-16.1972191051178,6.194761794420934,LAYING
-16.488050358372835,8.830943158198174,LAYING
-16.671142248816327,8.805245011787298,LAYING
-16.371825650306533,7.475051942406045,LAYING
-16.52553176407916,8.007079825396888,LAYING
-16.52350047520405,7.116108998654306,LAYING
-10.844752775690225,-10.533524840127418,SITTING
-14.04195863767456,-3.3663373208855765,SITTING
-14.736047197971892,-0.22388220862788363,SITTING
-15.960864412130732,3.3217576258155583,SITTING
-15.918386034076601,5.419722392222392,SITTING
-15.899021511084179,7.115058001715436,SITTING
-16.078532572850616,6.597623750897968,SITTING
-16.57613237743194,5.049164781536187,SITTING
-16.40141726135222,6.181706329637753,SITTING
-16.53581743486045,5.331238687135813,SITTING
-16.538750847725396,5.657399417895169,SITTING
-14.383634136646837,0.8422604158852279,SITTING
5.7212065734996775,-9.953981006212773,LAYING
-1.9399395649694902,-4.715732706881326,LAYING
-12.022092740569802,-5.521084794860278,LAYING
-11.376360172240746,-9.079816926286766,LAYING
-11.927156981366306,-6.924866378890505,LAYING
-14.856276632933245,0.20397069578676802,LAYING
-15.315138933656993,1.6752193539622142,LAYING
-15.785807837909989,2.02950510068337,LAYING
-13.05545055716916,-6.551998796708373,LAYING
-12.845624135159092,-9.523683045227356,LAYING
-12.802061768329498,-5.766640252470494,LAYING
13.51235201542713,-0.8152490492667817,WALKING
16.812735231944593,2.401595357479446,WALKING
17.58517109088012,3.450806306938707,WALKING
17.866000998905992,3.501855104084469,WALKING
17.972882261466463,3.490915474014643,WALKING
17.11192126768569,4.38271419015796,WALKING
18.843265714300404,4.869831562108627,WALKING
17.011378204175443,3.228738878792866,WALKING
16.599009295880983,-0.3455584817170023,WALKING
20.868459439376053,3.175818650747252,WALKING
19.104562268305827,2.501276004271632,WALKING
16.02297355454506,2.0009697337359182,WALKING
17.47506456896783,4.737843832091646,WALKING
19.30179184428911,4.520134225522033,WALKING
19.330591409092072,4.384681618156768,WALKING
21.04882283789421,8.206376596754462,WALKING
21.049951469642608,6.127879265425603,WALKING
18.74010015255228,2.5065342868249227,WALKING
18.259372388074055,3.7319713530107173,WALKING
24.277390788470747,7.694924579877231,WALKING
26.530017487132003,8.67700456554913,WALKING
24.52887435863614,5.572235450435905,WALKING
20.5604786205018,2.101804314906969,WALKING
23.766525828741596,4.008540608161567,WALKING
23.31985891352483,4.66818477639044,WALKING
23.04839941342734,5.1485463122184285,WALKING
19.781795424152296,6.101644772987484,WALKING
17.80468520734392,3.969667418819439,WALKING
17.213223326153052,0.5461567259450519,WALKING
21.41852798199768,4.929680268565923,WALKING
20.386755153179365,4.583737551566336,WALKING
16.680067235622488,1.8903551381509223,WALKING
17.532853296176693,2.227624595712451,WALKING
16.80460265100488,3.423371501388569,WALKING
19.67758030570312,1.1789956526375294,WALKING
20.98896509796837,3.8604624096162237,WALKING
18.93452567148259,3.271857587867256,WALKING
17.26708996952219,1.4355942671507869,WALKING
17.89006838295105,3.6892358802253193,WALKING
21.106621137622632,6.9078734614096335,WALKING
25.15899115488527,7.769504569505068,WALKING
27.99111059195571,12.104915272578836,WALKING
25.79286684542624,10.527964673355216,WALKING
22.023199507649284,5.253101140773939,WALKING
25.93600933671891,9.662422701591698,WALKING
26.500037017802406,10.455305837318855,WALKING
18.59876438308509,4.565433772004528,WALKING
18.516594607582938,4.903678904037811,WALKING
12.052807572898178,-2.450156097835156,WALKING_DOWNSTAIRS
18.849840545456757,6.719316112769038,WALKING_DOWNSTAIRS
24.96942710779643,7.905244489242094,WALKING_DOWNSTAIRS
33.24301137908305,12.60025770497294,WALKING_DOWNSTAIRS
25.567118223224025,6.028234601254197,WALKING_DOWNSTAIRS
19.0233943700938,3.179452985630988,WALKING_DOWNSTAIRS
20.55510071783676,4.174642929864585,WALKING_DOWNSTAIRS
8.996877864625283,-8.912552044703341,WALKING_UPSTAIRS
9.337920526076278,-8.354393805002726,WALKING_UPSTAIRS
13.138746258300255,-10.061630046691352,WALKING_UPSTAIRS
12.942467348290535,-11.027891656058376,WALKING_UPSTAIRS
11.301445061640639,-11.095981788863869,WALKING_UPSTAIRS
12.925511243968044,-9.22192974956912,WALKING_UPSTAIRS
12.700790802870692,-7.3568048344064065,WALKING_UPSTAIRS
11.791640763785049,-6.039798661319188,WALKING_UPSTAIRS
10.71996737938755,-6.537954090444354,WALKING_UPSTAIRS
11.57550238273362,-10.139511461238907,WALKING_UPSTAIRS
9.740763860606773,-7.866233068436262,WALKING_UPSTAIRS
12.856502267099996,-8.814343161361686,WALKING_UPSTAIRS
16.405112343389376,-8.616860312801153,WALKING_UPSTAIRS
12.432077414773454,-8.510200184187635,WALKING_UPSTAIRS
12.472811608310346,-7.254155298661978,WALKING_UPSTAIRS
13.339990353425193,-7.670743810925934,WALKING_UPSTAIRS
12.212767678944704,-7.369778629656036,WALKING_UPSTAIRS
9.787659571547337,-7.1452133826247834,WALKING_UPSTAIRS
8.874028019750337,-11.17052452556814,WALKING_UPSTAIRS
8.385263224659575,-12.143051611391021,WALKING_UPSTAIRS
13.705460823340674,-10.343095320601416,WALKING_UPSTAIRS
13.932246128933869,-10.016008192585542,WALKING_UPSTAIRS
10.507873834296412,-9.503949643775984,WALKING_UPSTAIRS
11.891896080212087,-9.454461991124237,WALKING_UPSTAIRS
12.686849951056876,-8.817756774714528,WALKING_UPSTAIRS
12.068560572768506,-9.6670004266222,WALKING_UPSTAIRS
10.85513770379762,-8.760989202704405,WALKING_UPSTAIRS
19.655995691165913,-1.6165788153428198,WALKING_DOWNSTAIRS
23.4775307879042,2.969255655266616,WALKING_DOWNSTAIRS
26.768121737668736,7.240544970527566,WALKING_DOWNSTAIRS
26.932686422322675,9.078226853532291,WALKING_DOWNSTAIRS
21.408125725888596,6.882990484508163,WALKING_DOWNSTAIRS
23.515580249003946,6.133120843928497,WALKING_DOWNSTAIRS
25.41073603560903,4.603197968554124,WALKING_DOWNSTAIRS
23.449203788115703,6.307696564142507,WALKING_DOWNSTAIRS
19.028068896236533,6.301930739222266,WALKING_DOWNSTAIRS
27.222586789568517,8.29192156085747,WALKING_DOWNSTAIRS
27.542267539654915,8.348184422024428,WALKING_DOWNSTAIRS
20.350071661396264,2.517117887515061,WALKING_DOWNSTAIRS
20.513226922426192,3.116880870299882,WALKING_DOWNSTAIRS
27.155548127127204,10.003532255133312,WALKING_DOWNSTAIRS
28.327535398091584,10.223392505441575,WALKING_DOWNSTAIRS
22.103287594668444,5.468361223180702,WALKING_DOWNSTAIRS
24.353422381611924,10.055665111349942,WALKING_DOWNSTAIRS
-3.5791247953188425,-5.379060492794149,STANDING
-11.751294259214351,-4.408081101981957,STANDING
-14.104256617774137,-0.6570283192727056,STANDING
-13.128196090851766,-3.030703187685135,STANDING
-10.815125448735557,-4.317878324915314,STANDING
-9.00170172345687,-5.990239540189489,STANDING
-8.296147449098664,-6.4704915933615865,STANDING
-8.845050519119084,-6.410748217604945,STANDING
-8.025567978367123,-4.319725247262057,STANDING
-7.200625310158662,-5.219351276319304,STANDING
-7.3128598575882755,-5.192658140209141,STANDING
-8.266757725405073,-8.978322127572094,STANDING
-10.918454205699218,-7.03802833471663,STANDING
-9.474042943657542,-8.064742177930057,STANDING
-8.57476349379307,-5.873529604652133,STANDING
-9.531557492134793,-3.498824572125225,STANDING
-9.533134696732606,-9.928490967156229,STANDING
-12.503137571996241,-6.094818348114847,STANDING
-13.828318218007077,-3.2091149686933327,STANDING
-14.863427776599893,1.3827011868295718,STANDING
-13.979324162167227,0.06647975756633909,STANDING
-12.626142795709239,-3.6578805405968877,STANDING
-12.531828496548162,-2.1822938040208144,STANDING
-13.922882465786365,0.07343750072520794,STANDING
-15.308752633681383,3.0476720120620144,STANDING
-15.667138452800765,4.879083511694653,STANDING
-15.76964350167652,6.46344172609553,STANDING
-15.962132800112297,6.312156544003224,STANDING
-15.937076922014658,7.288320805017354,STANDING
-15.86204200548381,6.815345380269404,STANDING
-13.12436712008393,-3.486050010172554,STANDING
-7.8428874045221875,-10.687861321964563,SITTING
-12.525920205787038,-6.380248006388983,SITTING
-13.749492584613442,-1.203510157069713,SITTING
-14.373692749349813,2.1177882147286375,SITTING
-15.039253481179353,0.8757423048401634,SITTING
-13.650601133964177,-2.0200564738634004,SITTING
-7.84519912625824,-12.836232891097595,SITTING
-6.640830567902027,-14.919526351154722,SITTING
-6.54531123875885,-12.209401297494919,SITTING
-13.840411676762018,0.8735625678595424,SITTING
-14.392751047537123,7.559237169069012,SITTING
-14.26437149651747,7.582859852552373,SITTING
-8.685563115952746,-10.09457097332976,SITTING
-12.640381614654771,-6.723803735280082,SITTING
-13.979394887091841,-2.7395750780265766,SITTING
-14.93748217048092,0.9822688209813121,SITTING
-15.294345420876196,3.503380773300885,SITTING
-15.105841964282579,1.9101196464908854,SITTING
-15.667698875897273,3.8661944195749904,SITTING
-14.926987139475612,0.18272650116001213,SITTING
-13.796399808768681,-1.4893225397209289,SITTING
-14.213231082674337,0.660930063222304,SITTING
-15.776624649611296,6.401257056140348,SITTING
-15.759603376970754,9.654912921198004,SITTING
-16.007689486973174,8.853631823114846,SITTING
-16.031040661312772,6.716639434977174,SITTING
-10.033532328006398,-5.042571316066786,LAYING
-13.485935946305675,-2.60946360163138,LAYING
-13.999991055436196,-0.6005507541955718,LAYING
-15.541585941227563,4.105039381193794,LAYING
-15.45700325774899,4.536796852543075,LAYING
-15.241773219950998,2.1530160180145166,LAYING
-14.716284511737275,1.2810675962759817,LAYING
-13.582112472655444,-0.34763454473500777,LAYING
-13.092487341159579,-2.5893759909352236,LAYING
-13.40591723852622,1.5125689736631092,LAYING
-13.888580992246823,3.074600335332156,LAYING
-14.826633073280075,3.6786005894284224,LAYING
-14.252913507748879,5.048255732119479,LAYING
-12.44130006689117,0.19183606624128272,LAYING
-12.53541672488849,-1.0535571591410227,LAYING
-14.744941722007962,0.5008190663527992,LAYING
-16.14106892662859,5.06601518321185,LAYING
-16.513480038850748,7.573679728069039,LAYING
-16.523407638301457,7.126167078358176,LAYING
-17.011254634942844,8.54914138573957,LAYING
-17.061665838034425,8.496185449039782,LAYING
-16.61407763240881,7.289619240298122,LAYING
-16.56197568901149,8.750499949247546,LAYING
-16.355695045152796,3.977462144901358,LAYING
-16.329770584821844,3.339770137270053,LAYING
-15.978581838626596,7.931483079819807,LAYING
-16.018629438116953,8.426327188783233,LAYING
-16.4218299675765,7.973989181738223,LAYING
-16.51451553620319,9.041069180735274,LAYING
-16.45440278771639,8.59460435750345,LAYING
4.584631074539915,-3.1321978485749242,WALKING
4.8562411781387675,-1.495201073234001,WALKING
7.5859969514094665,-1.3668872903846636,WALKING
9.888118494417988,-0.7634498934553055,WALKING
10.266713089196442,-1.7941626825678112,WALKING
10.543002969206515,-2.058920112885261,WALKING
12.643315447862602,-0.052434274475654664,WALKING
10.834989760830211,-1.0412095996580937,WALKING
10.374186260440444,-1.1027876960170615,WALKING
12.39661683849524,0.9307482812444995,WALKING
12.858629047369428,2.1103921136996573,WALKING
9.727434548199149,0.5848123058401622,WALKING
8.047345702348851,0.5209253311115241,WALKING
10.247830035307816,0.9129401536106588,WALKING
11.920892701771615,1.49357837638305,WALKING
10.764256999243129,0.5896563089970779,WALKING
3.99886932977175,-5.0843760786118,WALKING
5.093241063716947,-1.3847185692157014,WALKING
7.422653068848216,-0.7193537441334703,WALKING
11.467275371569134,-1.191621913553704,WALKING
16.088026686616377,1.6519117781643928,WALKING
15.302161717251586,4.386787370711498,WALKING
12.984695713124617,3.2128368437742982,WALKING
10.395901541733794,0.46031067672731674,WALKING
14.770247368607455,0.5304563226408631,WALKING
16.318736062014942,1.4075091328366347,WALKING
15.612507072200534,3.6043662927481095,WALKING
12.098959522489718,-0.006265215686847366,WALKING
11.667647608691926,0.2206069108153524,WALKING
12.170898417440558,1.615335618389948,WALKING
11.669303530606498,2.8018619958971134,WALKING
10.730978170469731,-0.4184049319537362,WALKING_DOWNSTAIRS
13.193741191408664,-0.24815307370282874,WALKING_DOWNSTAIRS
12.941802136847937,-2.976427214843179,WALKING_DOWNSTAIRS
12.070326771855568,-5.286145721953497,WALKING_DOWNSTAIRS
12.983293413699757,-4.713259040159549,WALKING_DOWNSTAIRS
12.949707133220596,-4.847044348266588,WALKING_DOWNSTAIRS
12.862359545230676,-2.9586062350962106,WALKING_DOWNSTAIRS
10.581128597013858,-3.065954554616531,WALKING_DOWNSTAIRS
17.16573670382001,-2.1932590254913755,WALKING_DOWNSTAIRS
20.831983833467095,1.3875835530971359,WALKING_DOWNSTAIRS
20.832738575696375,3.6045875421891505,WALKING_DOWNSTAIRS
16.416755265971865,0.13918686109530484,WALKING_DOWNSTAIRS
14.671111212477744,-2.7071131812091105,WALKING_DOWNSTAIRS
18.16204895872185,-1.5928145893249255,WALKING_DOWNSTAIRS
18.189997165799767,-1.4374279200205538,WALKING_DOWNSTAIRS
22.88108897691839,-0.3694297085089981,WALKING_DOWNSTAIRS
32.59755163418742,7.959912958846228,WALKING_DOWNSTAIRS
26.800254799053207,4.906673751452783,WALKING_DOWNSTAIRS
24.878316755436884,2.848339712494979,WALKING_DOWNSTAIRS
21.934698913500164,0.4052523566970936,WALKING_DOWNSTAIRS
24.132421389629254,-1.4792382831435915,WALKING_DOWNSTAIRS
31.946242226697688,5.978334610370979,WALKING_DOWNSTAIRS
38.07568267902037,6.579186519301355,WALKING_DOWNSTAIRS
3.8850428025898154,-10.60152217024191,WALKING_UPSTAIRS
3.8955868059815364,-9.08965891282559,WALKING_UPSTAIRS
5.225467721433463,-8.649856561083018,WALKING_UPSTAIRS
6.096348774945674,-9.43090771929662,WALKING_UPSTAIRS
7.702981534347551,-9.47675023495689,WALKING_UPSTAIRS
5.985145585743429,-8.280033104952626,WALKING_UPSTAIRS
4.819971686354642,-8.581188493970734,WALKING_UPSTAIRS
5.918924226064317,-7.496842130831641,WALKING_UPSTAIRS
4.652298313736606,-7.639949426386922,WALKING_UPSTAIRS
10.495967561057379,-6.394374023469299,WALKING_UPSTAIRS
9.76655496649614,-4.663751196152906,WALKING_UPSTAIRS
13.120097241662792,-5.094196478330419,WALKING_UPSTAIRS
14.532487315422914,-4.8216144643260375,WALKING_UPSTAIRS
9.12810654037964,-6.514549700307777,WALKING_UPSTAIRS
10.231209753014271,-5.337214010723165,WALKING_UPSTAIRS
11.228585774849192,-6.177209506286615,WALKING_UPSTAIRS
9.051143647263592,-6.102227965029432,WALKING_UPSTAIRS
8.286266910815916,-6.6184192320345305,WALKING_UPSTAIRS
8.186868552910607,-6.579040597155073,WALKING_UPSTAIRS
9.222564804615176,-7.409847857461066,WALKING_UPSTAIRS
11.412862639600245,-7.873267240840181,WALKING_UPSTAIRS
10.345298983540152,-6.1327245554900465,WALKING_UPSTAIRS
9.298039165982544,-7.97614381257724,WALKING_UPSTAIRS
11.391737314999217,-5.918003892955679,WALKING_UPSTAIRS
11.163844351031615,-4.8578105885316445,WALKING_UPSTAIRS
11.824657098465927,-6.379207493252544,WALKING_UPSTAIRS
12.444298902074507,-5.768600732632528,WALKING_UPSTAIRS
13.45881996508273,-3.8142648818483282,WALKING_UPSTAIRS
12.850622861955456,-7.460843839741644,WALKING_UPSTAIRS
13.52233244500935,-7.841103612262835,WALKING_UPSTAIRS
11.558551242582881,-4.970869013515756,WALKING_UPSTAIRS
11.876382291552922,-4.139510243490851,WALKING_UPSTAIRS
13.18905427445705,-5.345362256136919,WALKING_UPSTAIRS
14.97308298635008,-5.845265826067435,WALKING_UPSTAIRS
-8.362101580771313,-7.159483576408318,STANDING
-11.62309187014894,-2.3305058014805904,STANDING
-11.605766302839726,1.7633304345513907,STANDING
-12.158906074460216,1.6165583848346723,STANDING
-11.50596122557769,-5.2415295097473935,STANDING
-11.430001739813703,-7.265662921167879,STANDING
-12.94654601105357,-3.987271771645619,STANDING
-15.469592832277105,2.112921512858848,STANDING
-14.932448205109914,0.920170250898561,STANDING
-14.289528662132652,-0.6842432734794346,STANDING
-14.927923107475843,0.9179088431630582,STANDING
-15.63115840997638,5.85279018951812,STANDING
-15.902453539334967,6.1800432513885655,STANDING
-15.461485502341832,3.1491181892988385,STANDING
-4.561180724251209,-13.961328998629845,STANDING
-7.228445687095399,-10.222876676556979,STANDING
-7.097335372569743,-5.802421914250994,STANDING
-8.330605090080317,-4.536742760827901,STANDING
-11.700150130714277,-3.603149536187963,STANDING
-9.30486466670986,-8.630482662597592,STANDING
-8.409565385961782,-9.423903089286027,STANDING
-10.153717908222518,-6.750566248836252,STANDING
-11.605084718484116,-4.95374172750557,STANDING
-10.515408981342016,-6.057855176155742,STANDING
-10.752295621967571,-6.24710803638938,STANDING
-11.835518525554457,-4.304934796736904,STANDING
-12.561114625510102,-2.6001789294105606,STANDING
-14.48070739954662,2.155993222956148,STANDING
-13.326989850556826,-1.5486056137609987,STANDING
-12.872612340646679,-3.7601753324119556,STANDING
-6.106618152624146,-10.908989332167215,SITTING
-11.886381180374674,-5.471509639051538,SITTING
-13.699065099691563,-3.2753359610249433,SITTING
-15.456170282194305,1.8184141036037622,SITTING
-16.05021056125993,4.726592514068702,SITTING
-16.136231222486835,7.87199506258377,SITTING
